"gene","p_value","avg_log2FC","pct.1","pct.2","adj_p_value"
"FGF2",7.02146992767507e-07,2.08863951771408,0.590909090909091,0.102564102564103,9.73345599231717e-06
"THBS2",8.84859635665198e-07,1.62883195274169,0.636363636363636,0.128205128205128,9.73345599231717e-06
"ANGPT1",4.45426949549076e-05,1.72508636890173,0.409090909090909,0.0641025641025641,0.000326646429669322
"PGF",0.0049388059537563,1.75748834998955,0.409090909090909,0.141025641025641,0.0271634327456596
"PDGFA",0.0168042302506185,1.26759097043373,0.318181818181818,0.102564102564103,0.0713236930698312
"ARNT",0.0194519162917721,-1.47516462536986,0.272727272727273,0.0769230769230769,0.0713236930698312
"VEGFB",0.026664844943414,0.429492107116361,0.727272727272727,0.384615384615385,0.083803798393587
"TEK",0.043804864573744,0.524130073549289,0.136363636363636,0.0256410256410256,0.120463377577796
"VEGFA",0.0977100534918258,0.767157133117114,0.5,0.294871794871795,0.210174872984107
"THBS1",0.112486669347657,-0.358456950482552,0.5,0.282051282051282,0.210174872984107
"KDR",0.113203485698922,0.14559803740354,0.181818181818182,0.0641025641025641,0.210174872984107
"EPAS1",0.114640839809513,-0.931121146191371,0.318181818181818,0.141025641025641,0.210174872984107
"PDGFRA",0.205583217417745,0.939171994706039,0.227272727272727,0.128205128205128,0.347910060245414
"SERPINF1",0.254124845092272,2.07788113197384,0.454545454545455,0.371794871794872,0.399339042287856
"FLT1",0.286376681475552,-2.68524532274968,0,0.0512820512820513,0.420019132830809
"CDH5",0.305598778086285,1.95238809878776,0.0909090909090909,0.0384615384615385,0.420198319868642
"PDGFRB",0.347348013833137,-1.10133408322104,0.409090909090909,0.256410256410256,0.449509194372295
"ENG",0.36970212422805,0.10665290772448,0.5,0.294871794871795,0.451858151834284
"ANGPT2",0.486679240438929,-3.20709705991221,0.136363636363636,0.0769230769230769,0.563523331034549
"HIF1A",0.534339542830656,-0.735863505573428,0.590909090909091,0.371794871794872,0.587773497113721
"FLT4",0.612193566468421,-1.25459488107872,0,0.0128205128205128,0.641345641062156
"PDGFB",0.922505092404917,-1.79457534757855,0.0909090909090909,0.0769230769230769,0.922505092404917
"VEGFC",NA,0,0,0,NA
"FIGF",NA,0,0,0,NA
