"gene","p_value","avg_log2FC","pct.1","pct.2","adj_p_value"
"PDGFRB",0,3.07113289895042,0.571428571428571,0.0576802507836991,0
"SERPINF1",0,3.38147599238026,0.669979296066253,0.167711598746081,0
"PDGFRA",6.21294725262416e-261,2.90097901296171,0.35776397515528,0.0137931034482759,4.97035780209933e-260
"ANGPT1",2.01480809502339e-98,1.45259483826355,0.236024844720497,0.0457680250783699,1.20888485701403e-97
"PGF",6.67172185390657e-98,1.10429672279267,0.278260869565217,0.0699059561128527,3.20242648987515e-97
"THBS1",9.34177818859989e-88,0.877542417746699,0.491097308488613,0.230407523510972,3.73671127543996e-87
"THBS2",1.49410394888299e-62,0.32109887028941,0.378053830227743,0.160188087774295,5.12264211045596e-62
"PDGFB",1.09148522145472e-33,-1.24548153406108,0.0438923395445135,0.139184952978056,3.27445566436417e-33
"ARNT",1.91814459692875e-33,0.386226840159721,0.253416149068323,0.121630094043887,5.11505225847666e-33
"FGF2",2.18964285541358e-30,0.496454567714469,0.258385093167702,0.13166144200627,5.25514285299259e-30
"CDH5",1.11074882932919e-24,-1.69418300630179,0.0173913043478261,0.0780564263322884,2.42345199126368e-24
"VEGFA",2.87352948488439e-13,-0.672439063621717,0.401656314699793,0.276489028213166,5.74705896976878e-13
"ENG",5.8085987382324e-13,-0.482771440117764,0.478674948240166,0.332601880877743,1.07235669013521e-12
"FLT4",3.33391223331582e-11,-0.758418398220174,0.0128364389233954,0.0432601880877743,5.7152781142557e-11
"VEGFB",5.46212591558609e-10,0.171184187126448,0.481987577639752,0.385579937304075,8.73940146493775e-10
"VEGFC",3.67961322896484e-07,-0.768166398828167,0.0149068322981366,0.0369905956112853,5.51941984344725e-07
"FLT1",0.00323591372106609,-2.15297698250856,0.12008281573499,0.0912225705329154,0.00456834878268154
"HIF1A",0.00478406562132463,-0.723418746604674,0.492753623188406,0.443260188087774,0.00637875416176617
"KDR",0.00525394514559546,-0.393808538044016,0.0422360248447205,0.0586206896551724,0.00663656228917321
"EPAS1",0.00598753155167748,-0.678208584120402,0.240165631469979,0.192476489028213,0.00718503786201298
"ANGPT2",0.0375183354819377,-2.16459078499835,0.0778467908902691,0.090282131661442,0.0428780976936431
"TEK",0.070038596868646,-0.116430097650931,0.0567287784679089,0.045141065830721,0.0764057420385229
"FIGF",0.125194061779009,0.0868938122324436,0.00910973084886128,0.00564263322884012,0.130637281856357
"PDGFA",0.299913584643601,-0.370592045101546,0.126708074534161,0.132601880877743,0.299913584643601
