"gene","p_value","avg_log2FC","pct.1","pct.2","adj_p_value"
"ZEB1",0.000523407839011364,1.17504882915212,0.727272727272727,0.294871794871795,0.00785111758517046
"VIM",0.00215291480220652,0.780554343220234,1,0.858974358974359,0.0161468610165489
"TWIST1",0.00613642324582603,0.530788100170262,0.454545454545455,0.141025641025641,0.0306821162291301
"CDH2",0.0218752860050663,-0.0603499971524511,0.272727272727273,0.0769230769230769,0.0541830944397713
"ZEB2",0.0236792662257097,1.11295712497271,0.545454545454545,0.282051282051282,0.0541830944397713
"MTA1",0.0239142008875333,0.0853151716582067,0.545454545454545,0.217948717948718,0.0541830944397713
"RHOA",0.0252854440718933,0.420793945607846,0.909090909090909,0.564102564102564,0.0541830944397713
"SNAI1",0.0573092648428069,0.118188404203575,0.318181818181818,0.128205128205128,0.107454871580263
"TWIST2",0.0651440695898662,0.260476648549656,0.0909090909090909,0.0128205128205128,0.108573449316444
"CXCR4",0.197297653171505,-3.68592185593292,0.181818181818182,0.282051282051282,0.295946479757257
"CDC42",0.277693987293514,-1.00609238640818,0.863636363636364,0.641025641025641,0.378673619036611
"RAC1",0.708100553869806,-0.254806856003504,1,0.641025641025641,0.842140629076513
"MALAT1",0.729855211866311,-0.110108500445122,1,1,0.842140629076513
"SNAI2",0.793940069541225,-0.566311872689188,0.181818181818182,0.141025641025641,0.850650074508455
"S100A4",0.921005541970307,-0.2392894349495,0.636363636363636,0.576923076923077,0.921005541970307
"CDH1",NA,0,0,0,NA
"CCR7",NA,0,0,0,NA
